Category,Category Name,Data Code,Data Name,Date,Patient Count,Normalized Patient Count
M4,Pregnancy outcome & details of new-born,4.5.1,"Number of Newborns screened for defects at birth (as per Comprehensive Newborn Screening, RBSK)",01-04-2023,99,0.518324607
M4,Pregnancy outcome & details of new-born,4.5.1.a,"Number of Newborns identified with visible birth defects (including Neural tube defect, Down's Syndrome, Cleft Lip & Palate, Club foot and Developmental dysplasia of the hip)",01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.2,Number of children (6 Weeks to 6 years) screened by RBSK mobile health teams at Anganwadi center ,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.2.a,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools ,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.3,Number of SNCU discharged babies screened in DEIC,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.4.a.1,Number of children identified with Disease by RBSK Mobile Health teams,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.4.b.1,Number of children identified with Deficiency by RBSK Mobile Health teams,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.4.c.1,Number of children identified with Developmental delay by RBSK Mobile Health teams,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.4.d.1,Number of children (0 - 18 years) identified with selected birth defect by RBSK Mobile Health teams,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.5,"Number of children till age 18 years (affected with selected health conditions) managed for 4 Ds (Disease, Deficiency, Developmental Delay & Defect)",01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.6,Number of children till age 18 years (affected with selected health conditions) managed by Intervention - Surgical,01-04-2023,0,0
M4,Pregnancy outcome & details of new-born,4.5.7,Number of children till age 18 years managed at DEIC (District Early Intervention Centre),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.1.1,"Number of women of reproductive age (WRA) 20-49 years (non-pregnant, non-lactating), provided 4 Red Iron and folic acid (IFA) tablets in a month",01-04-2023,50,1
M5,Anaemia Mukt Bharat,5.1.2,Number of children (6-59 months old) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.1.3.a,Number of out of school children (5 -9 years) given 4-5 IFA Pink tablets at Anganwadi Centres ,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.1.3.b,Number of in-school children (5 - 9 years) provided 4-5 IFA Pink tablets in schools,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.a,Number of in-school Children (5-9 years) having anaemia (Hb 8.1-11.4 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.b,Number of in-school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.c,Number of out of school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.d.i,Number of boys 10-11 years having anaemia (Hb 8.1-11.4 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.d.ii,Number of boys 12-14 years having anaemia (Hb 8.1-11.9 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.d.iii,Number of boys 15-19 years having anaemia (Hb 8.1-12.9 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.e,Number of lactating mothers (of 0-6 months old child) having anaemia (Hb 8.1-11.9 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.1.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having anaemia (Hb 8.1-11.9 g/dl)",01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.a,Number of in-school Children (5-9 years) having severe anaemia (Hb <8 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.b,Number of in-school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.c,Number of out of school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.d,Number of in-school adolescent boys (10-19 years) having severe anaemia (Hb <8 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.e,Number of lactating mothers (of 0-6 months old child) having severe anaemia ((Hb <8 g/dl),01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.2.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having severe anaemia (Hb <8 g/dl)",01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.a,Number of anaemic in-school Children (5-9 years) put on treatment,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.b,Number of anaemic in-school adolescent girls (10-19 years) put on treatment,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.c,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.d,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.e,Number of anaemic lactating mothers (of 0-6 months old child) put on treatment,01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.3.f,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment",01-04-2023,0,0
M5,Anaemia Mukt Bharat,5.2.4.a,Number of lactating mothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,01-04-2023,0,0
M6,Post Natal Care (PNC),6.1,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours",01-04-2023,0,0
M6,Post Natal Care (PNC),6.2,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,01-04-2023,99,0.475961538
M6,Post Natal Care (PNC),6.3,Number of mothers provided full course of 180 IFA tablets after delivery,01-04-2023,99,0.475961538
M6,Post Natal Care (PNC),6.4,Number of mothers provided full course 360 Calcium tablets after delivery,01-04-2023,99,0.475961538
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1,Number of males assessed for STI/RTI,01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1.a,"Out of the above, number of males diagnosed with STI/RTI",01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1.b,"Out of the above, number of males treated for STI/RTI",01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2,Number of females (all females) assessed for STI/RTI,01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2.a,"Out of the above, number of females (all females) diagnosed with STI/RTI",01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2.b,"Out of the above, number of females (all females) treated for STI/RTI",01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3,Number of H/TG assessed for STI/RTI,01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3.a,"Out of the above, number of H/TG people diagnosed with STI/RTI",01-04-2023,0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3.b,"Out of the above, number of H/TG people treated for STI/RTI",01-04-2023,0,
M8,Family Planning,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,01-04-2023,0,0
M8,Family Planning,8.2.1,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,01-04-2023,12,0.031088083
M8,Family Planning,8.2.2,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,01-04-2023,0,0
M8,Family Planning,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,01-04-2023,10,0.025906736
M8,Family Planning,8.2.4,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,01-04-2023,4,0.010362694
M8,Family Planning,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),01-04-2023,10,0.025906736
M8,Family Planning,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,01-04-2023,0,0
M8,Family Planning,8.5,Number of Post-abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,01-04-2023,0,0
M8,Family Planning,8.6,Number of IUCD Removals ,01-04-2023,4,0.010362694
M8,Family Planning,8.7,Number of complications following IUCD Insertion,01-04-2023,0,0
M8,Family Planning,8.8,Injectable Contraceptive MPA- First Dose,01-04-2023,11,0.028497409
M8,Family Planning,8.9,Injectable Contraceptive MPA- Second Dose,01-04-2023,12,0.031088083
M8,Family Planning,8.1,Injectable Contraceptive MPA- Third Dose,01-04-2023,6,0.015544041
M8,Family Planning,8.11,Injectable Contraceptive MPA- Fourth and above Dose,01-04-2023,2,0.005181347
M8,Family Planning,8.12,Number of Combined Oral Pill cycles distributed to the beneficiary,01-04-2023,30,0.077720207
M8,Family Planning,8.13,Number of Condom pieces distributed to the beneficiary,01-04-2023,0,0
M8,Family Planning,8.14,Number of Centchroman (weekly) pill strips distributed to the beneficiary,01-04-2023,0,0
M8,Family Planning,8.15,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,01-04-2023,0,0
M8,Family Planning,8.16,Number of Pregnancy Test Kits (PTK) utilized,01-04-2023,0,0
M8,Family Planning,8.17.1,Complications following male sterilization,01-04-2023,0,0
M8,Family Planning,8.17.2,Complications following female sterilization ,01-04-2023,0,0
M8,Family Planning,8.17.3,Failures following male sterilization,01-04-2023,0,0
M8,Family Planning,8.17.4,Failures following female sterilization,01-04-2023,0,0
M8,Family Planning,8.17.5,Deaths following male sterilization,01-04-2023,0,0
M8,Family Planning,8.17.6,Deaths following female sterilization,01-04-2023,0,0
M8,Family Planning,8.18.1,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),01-04-2023,0,0
M8,Family Planning,8.18.2,Number of cases of Male Sterilization followed up (after 3 months),01-04-2023,0,0
M9,CHILD IMMUNISATION,9.1.1,Child immunisation - Vitamin K (Birth Dose),01-04-2023,99,0.523809524
M9,CHILD IMMUNISATION,9.1.2,Child immunisation - BCG,01-04-2023,99,0.523809524
M9,CHILD IMMUNISATION,9.1.3,Child immunisation - Pentavalent 1,01-04-2023,28,0.148148148
M9,CHILD IMMUNISATION,9.1.4,Child immunisation - Pentavalent 2,01-04-2023,29,0.153439153
M9,CHILD IMMUNISATION,9.1.5,Child immunisation - Pentavalent 3,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.1.6,Child immunisation - OPV 0 (Birth Dose),01-04-2023,99,0.523809524
M9,CHILD IMMUNISATION,9.1.7,Child immunisation - OPV1,01-04-2023,28,0.148148148
M9,CHILD IMMUNISATION,9.1.8,Child immunisation - OPV2,01-04-2023,29,0.153439153
M9,CHILD IMMUNISATION,9.1.9,Child immunisation - OPV3,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.1.10,Child immunisation - Hepatitis-B0 (Birth Dose),01-04-2023,99,0.523809524
M9,CHILD IMMUNISATION,9.1.11,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),01-04-2023,28,0.148148148
M9,CHILD IMMUNISATION,9.1.12,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2) ,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.1.13,Child immunisation - Rotavirus 1,01-04-2023,28,0.148148148
M9,CHILD IMMUNISATION,9.1.14,Child immunisation - Rotavirus 2,01-04-2023,29,0.153439153
M9,CHILD IMMUNISATION,9.1.15,Child immunisation - Rotavirus 3,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.1.16,Child immunisation - PCV1,01-04-2023,28,0.148148148
M9,CHILD IMMUNISATION,9.1.17,Child immunisation - PCV2,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.2.1,Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.2.2,Child immunisation (9-11months) - Measles & Rubella (MR)/Measles containing vaccine(MCV) - 1st Dose,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.2.3,Child immunisation (9-11months) - JE 1st dose,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.2.4,Child immunisation - PCV Booster,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.2.5.a,FULLY IMMUNIZED children aged between 9 and <12 months- Male,01-04-2023,12,0.063492063
M9,CHILD IMMUNISATION,9.2.5.b,FULLY IMMUNIZED children aged between 9 and <12 months- Female,01-04-2023,14,0.074074074
M9,CHILD IMMUNISATION,9.3.1,Child immunisation(after 12 months-delayed vaccination) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.2,Child immunisation (after 12 months-delayed vaccination) - JE 1st dose,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.3,Child immunisation - DPT 1 after 12 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.4,Child immunisation - DPT 2 after 12 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.5,Child immunisation - DPT 3 after 12 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.6,Child immunisation - DPT Booster after 24 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.7,Child immunisation - OPV Booster after 24 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.3.8,Child immunisation - JE Booster after 24 months of age (delayed vaccination) ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.4.1,Child immunisation - Measles & Rubella (MR)/ Measles containing vaccine(MCV)- 2nd Dose (16-24 months),01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.4.2,Child immunisation - DPT 1st Booster ,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.4.3,Child immunisation - OPV Booster,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.4.4,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine- 2nd dose (16-24 months),01-04-2023,0,0
M9,CHILD IMMUNISATION,9.5.1,Child Immunization- Typhoid,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.5.2,Children more than 5 years received DPT5 (2nd Booster),01-04-2023,0,0
M9,CHILD IMMUNISATION,9.5.3,Children more than 10 years received Td10 (Tetanus Diptheria10),01-04-2023,0,0
M9,CHILD IMMUNISATION,9.5.4,Children more than 16 years received Td16 (Tetanus Diptheria16),01-04-2023,0,0
M9,CHILD IMMUNISATION,9.6.1,"Number of cases of AEFI -Minor (eg.- fever, rash, pain etc)",01-04-2023,0,0
M9,CHILD IMMUNISATION,9.6.2,"Number of cases of AEFI - Severe (eg.- anaphylaxis, fever>102 degrees, not requiring hospitalization etc.)",01-04-2023,0,0
M9,CHILD IMMUNISATION,9.6.3,"Number of cases of AEFI - Serious (eg.- hospitalization, death, disability , cluster etc.)",01-04-2023,0,0
M9,CHILD IMMUNISATION,9.6.3.a,"Out of Number of cases of AEFI - Serious , total number of AEFI deaths",01-04-2023,0,0
M9,CHILD IMMUNISATION,9.7.1,Immunisation sessions planned ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.7.2,Immunisation sessions held ,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.8.1,Child immunisation - Vitamin A Dose - 1,01-04-2023,26,0.137566138
M9,CHILD IMMUNISATION,9.8.2,Child immunisation - Vitamin A Dose - 5,01-04-2023,0,0
M9,CHILD IMMUNISATION,9.8.3,Child immunisation - Vitamin A Dose - 9,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.1,Childhood Diseases - Pneumonia,01-04-2023,6,0.050847458
M10,Number of cases of Childhood Diseases (0-5 years),10.1.2,Childhood Diseases - Asthma,01-04-2023,6,0.050847458
M10,Number of cases of Childhood Diseases (0-5 years),10.1.3,Childhood Diseases - Sepsis ,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.4,Childhood Diseases - Diphtheria ,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.5,Childhood Diseases - Pertussis ,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.6,Childhood Diseases - Tetanus Neonatorum,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.7,Childhood Diseases - Tuberculosis (TB),01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.9,Childhood Diseases - Measles,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.10,Childhood Diseases - Malaria,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.11,Childhood Diseases - Diarrhoea ,01-04-2023,38,0.322033898
M10,Number of cases of Childhood Diseases (0-5 years),10.1.12,Childhood Diseases - Diarrhoea treated with ORS,01-04-2023,18,0.152542373
M10,Number of cases of Childhood Diseases (0-5 years),10.1.13,Childhood Diseases - Diarrhoea treated with Zinc for 14 days,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.14,Childhood Diseases -Leprosy Cases,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.15,Childhood Diseases- Leprosy with Grade II disability ,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.2.1,Children admitted with Respiratory Infections,01-04-2023,0,0
M10,Number of cases of Childhood Diseases (0-5 years),10.2.2,Children admitted with Pneumonia,01-04-2023,4,0.033898305
M10,Number of cases of Childhood Diseases (0-5 years),10.2.3,Children admitted with Diarrhoea ,01-04-2023,0,0
M11,NVBDCP,11.1.1.a,Total Blood Smears Examined for Malaria ,01-04-2023,47,0.176691729
M11,NVBDCP,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,01-04-2023,0,0
M11,NVBDCP,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,01-04-2023,0,0
