Category,Category Name,Data Code,Data Name,Date,Patient Count,Normalized Patient Count
M2,Deliveries,2.3.3,"Out of total number of delivery, PW with age >19-49 years",2023-04-01,100.0,0.5235602094240838
M2,Deliveries,2.3.4,"Out of total number of delivery, PW with age > 49 years",2023-04-01,0.0,0.0
M2,Deliveries,2.4,Number of newborns received 6 HBNC visits after Institutional Delivery,2023-04-01,0.0,0.0
M2,Deliveries,2.5,No. of identified Sick new-borns referred by ASHA to facility under HBNC Programme,2023-04-01,0.0,0.0
M2,Deliveries,2.6,Total number of Children received all scheduled 5 Home visits under HBYC ,2023-04-01,0.0,0.0
M3,Number of Caesarean (C-Section) deliveries,3.1,Total number of C -Section deliveries performed,2023-04-01,49.0,0.4536082474226804
M3,Number of Caesarean (C-Section) deliveries,3.1.1,"Out of total C-sections, number performed at night (8 PM- 8 AM)",2023-04-01,8.0,0.030927835051546393
M3,Number of Caesarean (C-Section) deliveries,3.1.2,"Out of total C-section, number of women stayed for 72 hours or more after delivery",2023-04-01,49.0,0.4536082474226804
M4,Pregnancy outcome & details of new-born,4.1.1.a,Live Birth - Male,2023-04-01,46.0,0.24083769633507854
M4,Pregnancy outcome & details of new-born,4.1.1.b,Live Birth - Female,2023-04-01,53.0,0.2774869109947644
M4,Pregnancy outcome & details of new-born,4.1.2,Number of Pre-term newborns ( < 37 weeks of pregnancy),2023-04-01,7.0,0.03664921465968586
M4,Pregnancy outcome & details of new-born,4.1.3.a,Intrapartum (Fresh) Still Birth,2023-04-01,1.0,0.005235602094240838
M4,Pregnancy outcome & details of new-born,4.1.3.b,Antepartum (Macerated) Still Birth,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.2,Abortion (spontaneous),2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.4.1,Number of Newborns weighed at birth,2023-04-01,99.0,0.518324607329843
M4,Pregnancy outcome & details of new-born,4.4.2,Number of Newborns having weight less than 2500 gms,2023-04-01,12.0,0.06282722513089005
M4,Pregnancy outcome & details of new-born,4.4.2.a,"Out of the above, number of Newborns having weight less than 1800 gms",2023-04-01,1.0,0.005235602094240838
M4,Pregnancy outcome & details of new-born,4.4.3,Number of Newborns breast fed within 1 hour of birth,2023-04-01,99.0,0.518324607329843
M4,Pregnancy outcome & details of new-born,4.4.4,No. of Newborns discharged from the facility were exclusively breastfed till discharge,2023-04-01,99.0,0.518324607329843
M4,Pregnancy outcome & details of new-born,4.4.5,Number of Newborns received Donor Human Milk (DHM) in the facility,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.1,"Number of Newborns screened for defects at birth (as per Comprehensive Newborn Screening, RBSK)",2023-04-01,99.0,0.518324607329843
M4,Pregnancy outcome & details of new-born,4.5.1.a,"Number of Newborns identified with visible birth defects (including Neural tube defect, Down's Syndrome, Cleft Lip & Palate, Club foot and Developmental dysplasia of the hip)",2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.2,Number of children (6 Weeks to 6 years) screened by RBSK mobile health teams at Anganwadi center ,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.2.a,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools ,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.3,Number of SNCU discharged babies screened in DEIC,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.4.a.1,Number of children identified with Disease by RBSK Mobile Health teams,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.4.b.1,Number of children identified with Deficiency by RBSK Mobile Health teams,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.4.c.1,Number of children identified with Developmental delay by RBSK Mobile Health teams,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.4.d.1,Number of children (0 - 18 years) identified with selected birth defect by RBSK Mobile Health teams,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.5,"Number of children till age 18 years (affected with selected health conditions) managed for 4 Ds (Disease, Deficiency, Developmental Delay & Defect)",2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.6,Number of children till age 18 years (affected with selected health conditions) managed by Intervention - Surgical,2023-04-01,0.0,0.0
M4,Pregnancy outcome & details of new-born,4.5.7,Number of children till age 18 years managed at DEIC (District Early Intervention Centre),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.1.1,"Number of women of reproductive age (WRA) 20-49 years (non-pregnant, non-lactating), provided 4 Red Iron and folic acid (IFA) tablets in a month",2023-04-01,50.0,1.0
M5,Anaemia Mukt Bharat,5.1.2,Number of children (6-59 months old) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.1.3.a,Number of out of school children (5 -9 years) given 4-5 IFA Pink tablets at Anganwadi Centres ,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.1.3.b,Number of in-school children (5 - 9 years) provided 4-5 IFA Pink tablets in schools,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.a,Number of in-school Children (5-9 years) having anaemia (Hb 8.1-11.4 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.b,Number of in-school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.c,Number of out of school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.d.i,Number of boys 10-11 years having anaemia (Hb 8.1-11.4 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.d.ii,Number of boys 12-14 years having anaemia (Hb 8.1-11.9 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.d.iii,Number of boys 15-19 years having anaemia (Hb 8.1-12.9 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.e,Number of lactating mothers (of 0-6 months old child) having anaemia (Hb 8.1-11.9 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.1.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having anaemia (Hb 8.1-11.9 g/dl)",2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.a,Number of in-school Children (5-9 years) having severe anaemia (Hb <8 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.b,Number of in-school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.c,Number of out of school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.d,Number of in-school adolescent boys (10-19 years) having severe anaemia (Hb <8 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.e,Number of lactating mothers (of 0-6 months old child) having severe anaemia ((Hb <8 g/dl),2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.2.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having severe anaemia (Hb <8 g/dl)",2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.a,Number of anaemic in-school Children (5-9 years) put on treatment,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.b,Number of anaemic in-school adolescent girls (10-19 years) put on treatment,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.c,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.d,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.e,Number of anaemic lactating mothers (of 0-6 months old child) put on treatment,2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.3.f,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment",2023-04-01,0.0,0.0
M5,Anaemia Mukt Bharat,5.2.4.a,Number of lactating mothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,2023-04-01,0.0,0.0
M6,Post Natal Care (PNC),6.1,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours",2023-04-01,0.0,0.0
M6,Post Natal Care (PNC),6.2,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,2023-04-01,99.0,0.47596153846153844
M6,Post Natal Care (PNC),6.3,Number of mothers provided full course of 180 IFA tablets after delivery,2023-04-01,99.0,0.47596153846153844
M6,Post Natal Care (PNC),6.4,Number of mothers provided full course 360 Calcium tablets after delivery,2023-04-01,99.0,0.47596153846153844
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1,Number of males assessed for STI/RTI,2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1.a,"Out of the above, number of males diagnosed with STI/RTI",2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.1.b,"Out of the above, number of males treated for STI/RTI",2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2,Number of females (all females) assessed for STI/RTI,2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2.a,"Out of the above, number of females (all females) diagnosed with STI/RTI",2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.2.b,"Out of the above, number of females (all females) treated for STI/RTI",2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3,Number of H/TG assessed for STI/RTI,2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3.a,"Out of the above, number of H/TG people diagnosed with STI/RTI",2023-04-01,0.0,
M7,Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases,7.1.3.b,"Out of the above, number of H/TG people treated for STI/RTI",2023-04-01,0.0,
M8,Family Planning,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,2023-04-01,0.0,0.0
M8,Family Planning,8.2.1,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,2023-04-01,12.0,0.031088082901554404
M8,Family Planning,8.2.2,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,2023-04-01,0.0,0.0
M8,Family Planning,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,2023-04-01,10.0,0.025906735751295335
M8,Family Planning,8.2.4,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,2023-04-01,4.0,0.010362694300518135
M8,Family Planning,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),2023-04-01,10.0,0.025906735751295335
M8,Family Planning,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,2023-04-01,0.0,0.0
M8,Family Planning,8.5,Number of Post-abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,2023-04-01,0.0,0.0
M8,Family Planning,8.6,Number of IUCD Removals ,2023-04-01,4.0,0.010362694300518135
M8,Family Planning,8.7,Number of complications following IUCD Insertion,2023-04-01,0.0,0.0
M8,Family Planning,8.8,Injectable Contraceptive MPA- First Dose,2023-04-01,11.0,0.02849740932642487
M8,Family Planning,8.9,Injectable Contraceptive MPA- Second Dose,2023-04-01,12.0,0.031088082901554404
M8,Family Planning,8.1,Injectable Contraceptive MPA- Third Dose,2023-04-01,6.0,0.015544041450777202
M8,Family Planning,8.11,Injectable Contraceptive MPA- Fourth and above Dose,2023-04-01,2.0,0.0051813471502590676
M8,Family Planning,8.12,Number of Combined Oral Pill cycles distributed to the beneficiary,2023-04-01,30.0,0.07772020725388601
M8,Family Planning,8.13,Number of Condom pieces distributed to the beneficiary,2023-04-01,0.0,0.0
M8,Family Planning,8.14,Number of Centchroman (weekly) pill strips distributed to the beneficiary,2023-04-01,0.0,0.0
M8,Family Planning,8.15,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,2023-04-01,0.0,0.0
M8,Family Planning,8.16,Number of Pregnancy Test Kits (PTK) utilized,2023-04-01,0.0,0.0
M8,Family Planning,8.17.1,Complications following male sterilization,2023-04-01,0.0,0.0
M8,Family Planning,8.17.2,Complications following female sterilization ,2023-04-01,0.0,0.0
M8,Family Planning,8.17.3,Failures following male sterilization,2023-04-01,0.0,0.0
M8,Family Planning,8.17.4,Failures following female sterilization,2023-04-01,0.0,0.0
M8,Family Planning,8.17.5,Deaths following male sterilization,2023-04-01,0.0,0.0
M8,Family Planning,8.17.6,Deaths following female sterilization,2023-04-01,0.0,0.0
M8,Family Planning,8.18.1,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),2023-04-01,0.0,0.0
M8,Family Planning,8.18.2,Number of cases of Male Sterilization followed up (after 3 months),2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.1.1,Child immunisation - Vitamin K (Birth Dose),2023-04-01,99.0,0.5238095238095238
M9,CHILD IMMUNISATION,9.1.2,Child immunisation - BCG,2023-04-01,99.0,0.5238095238095238
M9,CHILD IMMUNISATION,9.1.3,Child immunisation - Pentavalent 1,2023-04-01,28.0,0.14814814814814814
M9,CHILD IMMUNISATION,9.1.4,Child immunisation - Pentavalent 2,2023-04-01,29.0,0.15343915343915343
M9,CHILD IMMUNISATION,9.1.5,Child immunisation - Pentavalent 3,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.1.6,Child immunisation - OPV 0 (Birth Dose),2023-04-01,99.0,0.5238095238095238
M9,CHILD IMMUNISATION,9.1.7,Child immunisation - OPV1,2023-04-01,28.0,0.14814814814814814
M9,CHILD IMMUNISATION,9.1.8,Child immunisation - OPV2,2023-04-01,29.0,0.15343915343915343
M9,CHILD IMMUNISATION,9.1.9,Child immunisation - OPV3,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.1.10,Child immunisation - Hepatitis-B0 (Birth Dose),2023-04-01,99.0,0.5238095238095238
M9,CHILD IMMUNISATION,9.1.11,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),2023-04-01,28.0,0.14814814814814814
M9,CHILD IMMUNISATION,9.1.12,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2) ,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.1.13,Child immunisation - Rotavirus 1,2023-04-01,28.0,0.14814814814814814
M9,CHILD IMMUNISATION,9.1.14,Child immunisation - Rotavirus 2,2023-04-01,29.0,0.15343915343915343
M9,CHILD IMMUNISATION,9.1.15,Child immunisation - Rotavirus 3,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.1.16,Child immunisation - PCV1,2023-04-01,28.0,0.14814814814814814
M9,CHILD IMMUNISATION,9.1.17,Child immunisation - PCV2,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.2.1,Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.2.2,Child immunisation (9-11months) - Measles & Rubella (MR)/Measles containing vaccine(MCV) - 1st Dose,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.2.3,Child immunisation (9-11months) - JE 1st dose,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.2.4,Child immunisation - PCV Booster,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.2.5.a,FULLY IMMUNIZED children aged between 9 and <12 months- Male,2023-04-01,12.0,0.06349206349206349
M9,CHILD IMMUNISATION,9.2.5.b,FULLY IMMUNIZED children aged between 9 and <12 months- Female,2023-04-01,14.0,0.07407407407407407
M9,CHILD IMMUNISATION,9.3.1,Child immunisation(after 12 months-delayed vaccination) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.2,Child immunisation (after 12 months-delayed vaccination) - JE 1st dose,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.3,Child immunisation - DPT 1 after 12 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.4,Child immunisation - DPT 2 after 12 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.5,Child immunisation - DPT 3 after 12 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.6,Child immunisation - DPT Booster after 24 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.7,Child immunisation - OPV Booster after 24 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.3.8,Child immunisation - JE Booster after 24 months of age (delayed vaccination) ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.4.1,Child immunisation - Measles & Rubella (MR)/ Measles containing vaccine(MCV)- 2nd Dose (16-24 months),2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.4.2,Child immunisation - DPT 1st Booster ,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.4.3,Child immunisation - OPV Booster,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.4.4,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine- 2nd dose (16-24 months),2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.5.1,Child Immunization- Typhoid,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.5.2,Children more than 5 years received DPT5 (2nd Booster),2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.5.3,Children more than 10 years received Td10 (Tetanus Diptheria10),2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.5.4,Children more than 16 years received Td16 (Tetanus Diptheria16),2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.6.1,"Number of cases of AEFI -Minor (eg.- fever, rash, pain etc)",2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.6.2,"Number of cases of AEFI - Severe (eg.- anaphylaxis, fever>102 degrees, not requiring hospitalization etc.)",2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.6.3,"Number of cases of AEFI - Serious (eg.- hospitalization, death, disability , cluster etc.)",2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.6.3.a,"Out of Number of cases of AEFI - Serious , total number of AEFI deaths",2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.7.1,Immunisation sessions planned ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.7.2,Immunisation sessions held ,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.8.1,Child immunisation - Vitamin A Dose - 1,2023-04-01,26.0,0.13756613756613756
M9,CHILD IMMUNISATION,9.8.2,Child immunisation - Vitamin A Dose - 5,2023-04-01,0.0,0.0
M9,CHILD IMMUNISATION,9.8.3,Child immunisation - Vitamin A Dose - 9,2023-04-01,0.0,0.0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.1,Childhood Diseases - Pneumonia,2023-04-01,6.0,0.05084745762711865
M10,Number of cases of Childhood Diseases (0-5 years),10.1.2,Childhood Diseases - Asthma,2023-04-01,6.0,0.05084745762711865
M10,Number of cases of Childhood Diseases (0-5 years),10.1.3,Childhood Diseases - Sepsis ,2023-04-01,0.0,0.0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.4,Childhood Diseases - Diphtheria ,2023-04-01,0.0,0.0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.5,Childhood Diseases - Pertussis ,2023-04-01,0.0,0.0
M10,Number of cases of Childhood Diseases (0-5 years),10.1.6,Childhood Diseases - Tetanus Neonatorum,2023-04-01,0.0,0.0
